Reference_PC,Age
GBD_19_B11_C1_O_0503,1.0
GBD_19_B11_C1_O_0504,5.0
GBD_19_B11_C1_O_0505,3.0
GBD_19_B11_C1_O_0506,4.0
GBD_19_B11_C1_O_0507,3.0
GBD_19_B11_C1_O_0508,5.0
GBD_19_B11_C1_O_0509,3.0
GBD_19_B11_C1_O_0510,2.0
GBD_19_B11_C1_O_0511,4.0
GBD_19_B11_C1_O_0512,7.0
GBD_19_B11_C1_O_0513,1.0
GBD_19_B11_C1_O_0514,1.0
GBD_19_B11_C1_O_0515,2.0
GBD_19_B11_C1_O_0516,4.0
GBD_19_B11_C1_O_0517,1.0
GBD_19_B11_C1_O_0518,4.0
GBD_19_B11_C1_O_0519,2.0
GBD_19_B11_C1_O_0521,4.0
GBD_19_B11_C1_O_0523,2.0
GBD_19_B11_C1_O_0524,3.0
GBD_19_B11_C1_O_0525,2.0
GBD_19_B11_C1_O_0526,3.0
GBD_19_B11_C1_O_0527,1.0
GBD_19_B11_C1_O_0528,2.0
GBD_19_B11_C1_O_0529,1.0
GBD_19_B11_C1_O_0530,1.0
GBD_19_B11_C1_O_0531,4.0
GBD_19_B11_C1_O_0532,2.0
GBD_19_B11_C1_O_0533,1.0
GBD_19_B11_C1_O_0534,5.0
GBD_19_B11_C1_O_0535,5.0
GBD_19_B11_C1_O_0536,1.0
GBD_19_B11_C1_O_0538,2.0
GBD_19_B11_C1_O_0539,1.0
GBD_19_B11_C1_O_0540,1.0
GBD_19_B11_C1_O_0541,1.0
GBD_19_B11_C1_O_0542,1.0
GBD_19_B11_C1_O_0543,2.0
GBD_19_B11_C1_O_0544,1.0
GBD_19_B11_C1_O_0545,3.0
GBD_19_B11_C1_O_0546,3.0
GBD_19_B11_C1_O_0547,2.0
GBD_19_B11_C1_O_0548,5.0
GBD_19_B11_C1_O_0549,5.0
GBD_19_B11_C1_O_0550,3.0
GBD_19_B11_C1_O_0551,4.0
GBD_19_B11_C1_O_0553,3.0
GBD_19_B11_C1_O_0554,3.0
GBD_19_B11_C1_O_0555,3.0
GBD_19_B11_C1_O_0556,3.0
GBD_19_B11_C1_O_0557,2.0
GBD_19_B11_C1_O_0558,3.0
GBD_19_B11_C1_O_0559,3.0
GBD_19_B11_C1_O_0560,3.0
GBD_19_B11_C1_O_0561,5.0
GBD_19_B11_C1_O_0562,6.0
GBD_19_B11_C1_O_0563,6.0
GBD_19_B11_C1_O_0564,3.0
GBD_19_B11_C1_O_0565,2.0
GBD_19_B11_C1_O_0566,2.0
GBD_19_B11_C1_O_0567,1.0
GBD_19_B11_C1_O_0568,3.0
GBD_19_B11_C1_O_0569,1.0
GBD_19_B11_C1_O_0570,1.0
GBD_19_B11_C1_O_0571,1.0
GBD_19_B11_C1_O_0572,6.0
GBD_19_B11_C1_O_0573,3.0
GBD_19_B11_C1_O_0574,2.0
GBD_19_B11_C1_O_0575,2.0
GBD_19_B11_C1_O_0576,3.0
GBD_19_B11_C1_O_0577,4.0
GBD_19_B11_C1_O_0578,3.0
GBD_19_B11_C1_O_0579,4.0
GBD_19_B11_C1_O_0580,6.0
GBD_19_B11_C1_O_0581,4.0
GBD_19_B11_C1_O_0582,6.0
GBD_19_B11_C1_O_0583,6.0
GBD_19_B11_C1_O_0584,5.0
GBD_19_B11_C1_O_0585,5.0
GBD_19_B11_C1_O_0586,1.0
GBD_19_B11_C1_O_0587,2.0
GBD_19_B11_C1_O_0588,1.0
GBD_19_B11_C1_O_0589,1.0
GBD_19_B11_C1_O_0590,3.0
GBD_19_B11_C1_O_0591,2.0
GBD_19_B11_C1_O_0592,3.0
GBD_19_B11_C1_O_0593,2.0
GBD_19_B11_C1_O_0594,5.0
GBD_19_B11_C1_O_0595,4.0
GBD_19_B11_C1_O_0596,5.0
GBD_19_B11_C1_O_0597,5.0
GBD_19_B11_C1_O_0598,4.0
GBD_19_B11_C1_O_0599,3.0
GBD_19_B11_C1_O_0600,5.0
GBD_19_B11_C1_O_0601,3.0
GBD_19_B11_C1_O_0602,2.0
GBD_19_B11_C1_O_0603,2.0
GBD_19_B11_C1_O_0604,1.0
GBD_19_B11_C1_O_0605,1.0
GBD_19_B11_C1_O_0606,1.0
GBD_19_B11_C1_O_0607,6.0
GBD_19_B11_C1_O_0608,4.0
GBD_19_B11_C1_O_0609,1.0
GBD_19_B11_C1_O_0610,1.0
GBD_19_B11_C1_O_0611,2.0
GBD_19_B11_C1_O_0612,3.0
GBD_19_B11_C1_O_0613,2.0
GBD_19_B11_C1_O_0614,4.0
GBD_19_B11_C1_O_0615,3.0
GBD_19_B11_C1_O_0616,2.0
GBD_19_B11_C1_O_0617,5.0
GBD_19_B11_C1_O_0618,6.0
GBD_19_B11_C1_O_0619,3.0
GBD_19_B11_C1_O_0620,4.0
GBD_19_B11_C1_O_0621,4.0
GBD_19_B11_C1_O_0622,1.0
GBD_19_B11_C1_O_0623,3.0
GBD_19_B11_C1_O_0624,5.0
GBD_19_B11_C1_O_0625,3.0
GBD_19_B11_C1_O_0626,4.0
GBD_19_B11_C1_O_0627,2.0
GBD_19_B11_C1_O_0628,4.0
GBD_19_B11_C1_O_0629,8.0
GBD_19_B11_C1_O_0630,6.0
GBD_19_B11_C1_O_0631,3.0
GBD_19_B11_C1_O_0632,6.0
GBD_19_B11_C1_O_0633,8.0
GBD_19_B11_C1_O_0634,2.0
GBD_19_B11_C1_O_0635,2.0
GBD_19_B11_C1_O_0636,3.0
GBD_19_B11_C1_O_0637,3.0
GBD_19_B11_C1_O_0638,2.0
GBD_19_B11_C1_O_0639,1.0
GBD_19_B11_C1_O_0640,3.0
GBD_19_B11_C1_O_0641,8.0
GBD_19_B11_C1_O_0642,11.0
GBD_19_B11_C1_O_0643,6.0
GBD_19_B11_C1_O_0644,9.0
GBD_19_B11_C1_O_0645,6.0
GBD_19_B11_C1_O_0646,5.0
GBD_19_B11_C1_O_0647,3.0
GBD_19_B11_C1_O_0648,5.0
GBD_19_B11_C1_O_0649,5.0
GBD_19_B11_C1_O_0650,2.0
GBD_19_B11_C1_O_0651,2.0
GBD_19_B11_C1_O_0652,2.0
GBD_19_B11_C1_O_0653,1.0
GBD_19_B11_C1_O_0654,2.0
GBD_19_B11_C1_O_0655,1.0
GBD_19_B11_C1_O_0656,2.0
GBD_19_B11_C1_O_0657,1.0
GBD_19_B11_C1_O_0658,7.0
GBD_19_B11_C1_O_0659,7.0
GBD_19_B11_C1_O_0660,6.0
GBD_19_B11_C1_O_0661,7.0
GBD_19_B11_C1_O_0662,6.0
GBD_19_B11_C1_O_0663,5.0
GBD_19_B11_C1_O_0664,2.0
GBD_19_B11_C1_O_0665,3.0
GBD_19_B11_C1_O_0666,2.0
GBD_19_B11_C1_O_0667,2.0
GBD_19_B11_C1_O_0668,3.0
GBD_19_B11_C1_O_0669,2.0
GBD_19_B11_C1_O_0670,1.0
GBD_19_B11_C1_O_0671,2.0
GBD_19_B11_C1_O_0672,2.0
GBD_19_B22_C1_O_0001,13.0
GBD_19_B22_C1_O_0002,7.0
GBD_19_B22_C1_O_0003,5.0
GBD_19_B22_C1_O_0004,6.0
GBD_19_B22_C1_O_0005,6.0
GBD_19_B22_C1_O_0006,7.0
GBD_19_B22_C1_O_0007,5.0
GBD_19_B22_C1_O_0008,4.0
GBD_19_B22_C1_O_0009,5.0
GBD_19_B22_C1_O_0011,4.0
GBD_19_B22_C1_O_0012,5.0
GBD_19_B22_C1_O_0014,6.0
GBD_19_B22_C1_O_0015,5.0
GBD_19_B22_C1_O_0016,5.0
GBD_19_B22_C1_O_0017,6.0
GBD_19_B22_C1_O_0018,6.0
GBD_19_B22_C1_O_0019,7.0
GBD_19_B22_C1_O_0020,3.0
GBD_19_B22_C1_O_0021,5.0
GBD_19_B22_C1_O_0022,6.0
GBD_19_B22_C1_O_0023,6.0
GBD_19_B22_C1_O_0024,5.0
GBD_19_B22_C1_O_0025,6.0
GBD_19_B22_C1_O_0026,8.0
GBD_19_B22_C1_O_0027,6.0
GBD_19_B22_C1_O_0028,7.0
GBD_19_B22_C1_O_0029,6.0
GBD_19_B22_C1_O_0030,4.0
GBD_19_B22_C1_O_0031,6.0
GBD_19_B22_C1_O_0032,7.0
GBD_19_B22_C1_O_0033,6.0
GBD_19_B22_C1_O_0034,2.0
GBD_19_B22_C1_O_0036,4.0
GBD_19_B22_C1_O_0037,5.0
GBD_19_B22_C1_O_0038,7.0
GBD_19_B22_C1_O_0039,4.0
GBD_19_B22_C1_O_0040,4.0
GBD_19_B22_C1_O_0041,5.0
GBD_19_B22_C1_O_0042,5.0
GBD_19_B22_C1_O_0043,3.0
GBD_19_B22_C1_O_0044,3.0
GBD_19_B22_C1_O_0045,5.0
GBD_19_B22_C1_O_0046,2.0
GBD_19_B22_C1_O_0047,6.0
GBD_19_B22_C1_O_0048,4.0
GBD_19_B22_C1_O_0049,5.0
GBD_19_B22_C1_O_0050,3.0
GBD_19_B22_C1_O_0051,4.0
GBD_19_B22_C1_O_0052,5.0
GBD_19_B22_C1_O_0053,2.0
GBD_19_B22_C1_O_0054,10.0
GBD_19_B22_C1_O_0055,6.0
GBD_19_B22_C1_O_0056,6.0
GBD_19_B22_C1_O_0057,3.0
GBD_19_B22_C1_O_0058,4.0
GBD_19_B22_C1_O_0059,5.0
GBD_19_B22_C1_O_0060,3.0
GBD_19_B22_C1_O_0061,5.0
GBD_19_B22_C1_O_0062,3.0
GBD_19_B22_C1_O_0063,5.0
GBD_19_B22_C1_O_0064,7.0
GBD_19_B22_C1_O_0065,2.0
GBD_19_B22_C1_O_0066,6.0
GBD_19_B22_C1_O_0067,6.0
GBD_19_B22_C1_O_0068,5.0
GBD_19_B22_C1_O_0069,8.0
GBD_19_B22_C1_O_0070,3.0
GBD_19_B22_C1_O_0071,6.0
GBD_19_B22_C1_O_0072,5.0
GBD_19_B22_C1_O_0073,5.0
GBD_19_B22_C1_O_0074,5.0
GBD_19_B22_C1_O_0075,5.0
GBD_19_B22_C1_O_0076,6.0
GBD_19_B22_C1_O_0077,6.0
GBD_19_B22_C1_O_0078,6.0
GBD_19_B22_C1_O_0079,6.0
GBD_19_B22_C1_O_0080,5.0
GBD_19_B26_C1_O_0002,6.0
GBD_19_B26_C1_O_0004,3.0
GBD_19_B26_C1_O_0005,6.0
GBD_19_B26_C1_O_0006,3.0
GBD_19_B26_C1_O_0007,5.0
GBD_19_B26_C1_O_0008,4.0
GBD_19_B26_C1_O_0009,6.0
GBD_19_B26_C1_O_0010,6.0
GBD_19_B26_C1_O_0011,5.0
GBD_19_B26_C1_O_0012,5.0
GBD_19_B26_C1_O_0013,6.0
GBD_19_B26_C1_O_0015,5.0
GBD_19_B26_C1_O_0016,5.0
GBD_19_B26_C1_O_0017,4.0
GBD_19_B26_C1_O_0018,7.0
GBD_19_B26_C1_O_0019,5.0
GBD_19_B26_C1_O_0020,3.0
GBD_19_B26_C1_O_0021,5.0
GBD_19_B26_C1_O_0022,6.0
GBD_19_B26_C1_O_0024,6.0
GBD_19_B26_C1_O_0026,6.0
GBD_19_B26_C1_O_0027,8.0
GBD_19_B26_C1_O_0029,3.0
GBD_19_B26_C1_O_0030,3.0
GBD_19_B26_C1_O_0031,3.0
GBD_19_B26_C1_O_0032,2.0
GBD_19_B26_C1_O_0033,3.0
GBD_19_B26_C1_O_0034,6.0
GBD_19_B26_C1_O_0035,5.0
GBD_19_B26_C1_O_0036,5.0
GBD_19_B26_C1_O_0037,3.0
GBD_19_B26_C1_O_0038,6.0
GBD_19_B26_C1_O_0039,5.0
GBD_19_B26_C1_O_0040,7.0
GBD_19_B26_C1_O_0041,5.0
GBD_19_B26_C1_O_0042,3.0
GBD_19_B26_C1_O_0043,6.0
GBD_19_B26_C1_O_0044,3.0
GBD_19_B26_C1_O_0045,5.0
GBD_19_B26_C1_O_0046,4.0
GBD_19_B26_C1_O_0048,5.0
GBD_19_B26_C1_O_0049,4.0
GBD_19_B26_C1_O_0050,6.0
GBD_19_B26_C1_O_0051,4.0
GBD_19_B26_C1_O_0052,3.0
GBD_19_B26_C1_O_0053,3.0
GBD_19_B26_C1_O_0054,5.0
GBD_19_B26_C1_O_0055,4.0
GBD_19_B26_C1_O_0056,4.0
GBD_19_B26_C1_O_0057,5.0
GBD_19_B26_C1_O_0063,3.0
GBD_19_B26_C1_O_0064,2.0
GBD_19_B26_C1_O_0065,2.0
GBD_19_B26_C1_O_0066,4.0
GBD_19_B26_C1_O_0068,3.0
GBD_19_B26_C1_O_0069,5.0
GBD_19_B26_C1_O_0070,5.0
GBD_19_B26_C1_O_0071,3.0
GBD_19_B26_C1_O_0072,4.0
GBD_19_B26_C1_O_0073,3.0
GBD_19_B26_C1_O_0074,3.0
GBD_19_B27_C1_O_0001,7.0
GBD_19_B27_C1_O_0002,6.0
GBD_19_B27_C1_O_0003,4.0
GBD_19_B27_C1_O_0004,8.0
GBD_19_B27_C1_O_0005,5.0
GBD_19_B27_C1_O_0006,5.0
GBD_19_B27_C1_O_0007,9.0
GBD_19_B27_C1_O_0008,5.0
GBD_19_B27_C1_O_0009,6.0
GBD_19_B27_C1_O_0010,4.0
GBD_19_B27_C1_O_0011,6.0
GBD_19_B27_C1_O_0012,6.0
GBD_19_B27_C1_O_0013,4.0
GBD_19_B27_C1_O_0014,9.0
GBD_19_B27_C1_O_0015,6.0
GBD_19_B27_C1_O_0016,6.0
GBD_19_B27_C1_O_0017,4.0
GBD_19_B27_C1_O_0018,4.0
GBD_19_B27_C1_O_0020,6.0
GBD_19_B27_C1_O_0021,4.0
GBD_19_B27_C1_O_0022,6.0
GBD_19_B27_C1_O_0023,5.0
GBD_19_B27_C1_O_0024,5.0
GBD_19_B27_C1_O_0025,7.0
GBD_19_B27_C1_O_0026,5.0
GBD_19_B27_C1_O_0027,6.0
GBD_19_B27_C1_O_0028,5.0
GBD_19_B27_C1_O_0029,3.0
GBD_19_B27_C1_O_0030,4.0
GBD_19_B27_C1_O_0031,5.0
GBD_19_B27_C1_O_0032,6.0
GBD_19_B27_C1_O_0033,5.0
GBD_19_B27_C1_O_0034,3.0
GBD_19_B27_C1_O_0035,9.0
GBD_19_B27_C1_O_0036,3.0
GBD_19_B27_C1_O_0037,6.0
GBD_19_B27_C1_O_0038,6.0
GBD_19_B27_C1_O_0039,4.0
GBD_19_B27_C1_O_0040,6.0
GBD_19_B27_C1_O_0041,11.0
GBD_19_B27_C1_O_0042,7.0
GBD_19_B27_C1_O_0043,6.0
GBD_19_B27_C1_O_0044,6.0
GBD_19_B27_C1_O_0045,9.0
GBD_19_B27_C1_O_0046,5.0
GBD_19_B27_C1_O_0047,6.0
GBD_19_B27_C1_O_0048,7.0
GBD_19_B27_C1_O_0049,7.0
GBD_19_B27_C1_O_0050,9.0
GBD_19_B27_C1_O_0051,7.0
GBD_19_B27_C1_O_0052,5.0
GBD_19_B27_C1_O_0053,6.0
GBD_19_B27_C1_O_0054,7.0
GBD_19_B27_C1_O_0055,7.0
GBD_19_B27_C1_O_0056,7.0
GBD_19_B27_C1_O_0057,8.0
GBD_19_B27_C1_O_0058,5.0
GBD_19_B27_C1_O_0059,7.0
GBD_19_B27_C1_O_0060,4.0
GBD_19_B27_C1_O_0061,6.0
GBD_19_B27_C1_O_0062,8.0
GBD_19_B27_C1_O_0063,5.0
GBD_19_B27_C1_O_0064,6.0
GBD_19_B27_C1_O_0065,6.0
GBD_19_B27_C1_O_0066,5.0
GBD_19_B27_C1_O_0067,5.0
GBD_19_B27_C1_O_0068,7.0
GBD_19_B27_C1_O_0069,7.0
GBD_19_B27_C1_O_0070,5.0
GBD_19_B27_C1_O_0071,5.0
GBD_19_B27_C1_O_0072,5.0
GBD_19_B27_C1_O_0074,9.0
GBD_19_B27_C1_O_0075,6.0
GBD_19_B27_C1_O_0076,9.0
GBD_19_B27_C1_O_0077,9.0
GBD_19_B27_C1_O_0078,7.0
GBD_19_B27_C1_O_0079,9.0
GBD_19_B27_C1_O_0080,9.0
GBD_19_B27_C1_O_0081,11.0
GBD_19_B27_C1_O_0082,9.0
GBD_19_B27_C1_O_0083,7.0
GBD_19_B27_C1_O_0084,6.0
GBD_19_B27_C1_O_0085,8.0
GBD_19_B27_C1_O_0086,9.0
GBD_19_B27_C1_O_0087,8.0
GBD_19_B27_C1_O_0088,11.0
GBD_19_B27_C1_O_0089,8.0
GBD_19_B27_C1_O_0090,6.0
GBD_19_B27_C1_O_0091,8.0
GBD_19_B27_C1_O_0092,6.0
GBD_19_B27_C1_O_0093,8.0
GBD_19_B27_C1_O_0094,6.0
GBD_19_B27_C1_O_0095,9.0
GBD_19_B27_C1_O_0096,8.0
GBD_19_B27_C1_O_0097,10.0
GBD_19_B27_C1_O_0098,8.0
GBD_19_B27_C1_O_0099,9.0
GBD_19_B27_C1_O_0100,8.0
GBD_19_B27_C1_O_0101,10.0
GBD_19_B27_C1_O_0102,9.0
GBD_19_B27_C1_O_0103,7.0
GBD_19_B27_C1_O_0104,7.0
GBD_19_B27_C1_O_0105,5.0
GBD_19_B27_C1_O_0106,6.0
GBD_19_B27_C1_O_0107,5.0
GBD_19_B27_C1_O_0108,6.0
GBD_19_B27_C1_O_0109,8.0
GBD_19_B27_C1_O_0110,6.0
GBD_19_B27_C1_O_0111,8.0
GBD_19_B27_C1_O_0112,4.0
GBD_19_B27_C1_O_0113,8.0
GBD_19_B27_C1_O_0114,6.0
GBD_19_B27_C1_O_0115,4.0
GBD_19_B27_C1_O_0116,7.0
GBD_19_B27_C1_O_0117,5.0
GBD_19_B27_C1_O_0118,5.0
GBD_19_B27_C1_O_0119,6.0
GBD_19_B27_C1_O_0120,5.0
GBD_19_B27_C1_O_0121,6.0
GBD_19_B27_C1_O_0122,4.0
GBD_19_B27_C1_O_0123,5.0
GBD_19_B27_C1_O_0124,6.0
GBD_19_B27_C1_O_0125,5.0
GBD_19_B27_C1_O_0126,7.0
GBD_19_B27_C1_O_0127,5.0
GBD_19_B27_C1_O_0128,5.0
GBD_19_B27_C1_O_0129,5.0
GBD_19_B27_C1_O_0130,10.0
GBD_19_B27_C1_O_0131,5.0
GBD_19_B27_C1_O_0132,4.0
GBD_19_B27_C1_O_0133,7.0
GBD_19_B27_C1_O_0134,6.0
GBD_19_B27_C1_O_0135,4.0
GBD_19_B27_C1_O_0136,6.0
GBD_19_B27_C1_O_0137,4.0
GBD_19_B27_C1_O_0138,8.0
GBD_19_B27_C1_O_0139,6.0
GBD_19_B28_C1_O_0001,1.0
GBD_19_B28_C1_O_0002,1.0
GBD_19_B28_C1_O_0003,1.0
GBD_19_B28_C1_O_0004,0.0
GBD_19_B28_C1_O_0005,0.0
GBD_19_B28_C1_O_0006,0.0
GBD_19_B28_C1_O_0007,0.0
GBD_19_B28_C1_O_0008,0.0
GBD_19_B28_C1_O_0009,0.0
GBD_19_B28_C1_O_0010,0.0
GBD_19_B28_C1_O_0011,1.0
GBD_19_B28_C1_O_0012,0.0
GBD_19_B28_C1_O_0013,0.0
GBD_19_B28_C1_O_0014,0.0
GBD_19_B28_C1_O_0015,1.0
GBD_19_B28_C1_O_0016,1.0
GBD_19_B28_C1_O_0017,0.0
GBD_19_B28_C1_O_0018,0.0
GBD_19_B29_C1_O_0001,4.0
GBD_19_B29_C1_O_0002,4.0
GBD_19_B29_C1_O_0003,4.0
GBD_19_B29_C1_O_0004,5.0
GBD_19_B29_C1_O_0006,2.0
GBD_19_B29_C1_O_0007,2.0
GBD_19_B29_C1_O_0008,2.0
GBD_19_B29_C1_O_0009,2.0
GBD_19_B29_C1_O_0010,5.0
GBD_19_B40_C1_O_0001,1.0
GBD_19_B40_C1_O_0003,2.0
GBD_19_B40_C1_O_0004,6.0
GBD_19_B40_C1_O_0006,4.0
GBD_19_B40_C1_O_0008,3.0
GBD_19_B40_C1_O_0009,9.0
GBD_19_B40_C1_O_0010,4.0
GBD_19_B40_C1_O_0013,5.0
GBD_19_B40_C1_O_0014,3.0
GBD_19_B40_C1_O_0015,5.0
GBD_19_B40_C1_O_0016,1.0
GBD_19_B40_C1_O_0017,8.0
GBD_19_B40_C1_O_0018,4.0
GBD_19_B40_C1_O_0019,6.0
GBD_19_B40_C1_O_0020,1.0
GBD_19_B40_C1_O_0021,2.0
GBD_19_B40_C1_O_0022,6.0
GBD_19_B40_C1_O_0023,5.0
GBD_19_B40_C1_O_0024,3.0
GBD_19_B40_C1_O_0025,4.0
GBD_19_B40_C1_O_0027,3.0
GBD_19_B40_C1_O_0028,1.0
GBD_19_B40_C1_O_0029,2.0
GBD_19_B40_C1_O_0030,5.0
GBD_19_B40_C1_O_0031,2.0
GBD_19_B40_C1_O_0032,4.0
GBD_19_B40_C1_O_0033,6.0
GBD_19_B40_C1_O_0034,4.0
GBD_19_B40_C1_O_0036,5.0
GBD_19_B40_C1_O_0037,5.0
GBD_19_B40_C1_O_0039,2.0
GBD_19_B40_C1_O_0041,5.0
GBD_19_B40_C1_O_0043,3.0
GBD_19_B40_C1_O_0044,5.0
GBD_19_B40_C1_O_0045,6.0
GBD_19_B40_C1_O_0046,5.0
GBD_19_B40_C1_O_0048,3.0
GBD_19_B40_C1_O_0050,4.0
GBD_19_B40_C1_O_0051,4.0
GBD_19_B40_C1_O_0054,5.0
GBD_19_B40_C1_O_0057,7.0
GBD_19_B40_C1_O_0058,7.0
GBD_19_B40_C1_O_0059,5.0
GBD_19_B40_C1_O_0060,6.0
GBD_19_B40_C1_O_0061,9.0
GBD_19_B40_C1_O_0062,4.0
GBD_19_B40_C1_O_0063,3.0
GBD_19_B40_C1_O_0065,3.0
GBD_19_B40_C1_O_0066,5.0
GBD_19_B40_C1_O_0067,7.0
GBD_19_B40_C1_O_0069,3.0
GBD_19_B40_C1_O_0070,5.0
GBD_19_B40_C1_O_0071,3.0
GBD_19_B40_C1_O_0072,3.0
GBD_19_B40_C1_O_0073,1.0
GBD_19_B40_C1_O_0074,3.0
GBD_19_B40_C1_O_0075,2.0
GBD_19_B40_C1_O_0076,4.0
GBD_19_B40_C1_O_0077,6.0
GBD_19_B40_C1_O_0078,2.0
GBD_19_B40_C1_O_0079,3.0
GBD_19_B40_C1_O_0080,4.0
GBD_19_B40_C1_O_0081,6.0
GBD_19_B40_C1_O_0082,3.0
GBD_19_B40_C1_O_0083,3.0
GBD_19_B40_C1_O_0084,5.0
GBD_19_B40_C1_O_0085,4.0
GBD_19_B40_C1_O_0086,5.0
GBD_19_B40_C1_O_0087,6.0
GBD_19_B40_C1_O_0088,5.0
GBD_19_B40_C1_O_0089,6.0
GBD_19_B40_C1_O_0090,2.0
GBD_19_B40_C1_O_0092,2.0
GBD_19_B40_C1_O_0093,2.0
GBD_19_B40_C1_O_0094,4.0
GBD_19_B40_C1_O_0095,1.0
GBD_19_B40_C1_O_0096,2.0
GBD_19_B40_C1_O_0097,3.0
GBD_19_B40_C1_O_0098,4.0
GBD_19_B40_C1_O_0099,5.0
GBD_19_B40_C1_O_0100,4.0
GBD_19_B40_C1_O_0101,4.0
GBD_19_B40_C1_O_0102,1.0
GBD_19_B40_C1_O_0104,1.0
GBD_19_B40_C1_O_0105,2.0
GBD_19_B40_C1_O_0106,2.0
GBD_19_B40_C1_O_0107,5.0
GBD_19_B40_C1_O_0108,6.0
GBD_19_B40_C1_O_0110,9.0
GBD_19_B40_C1_O_0118,2.0
GBD_19_B40_C1_O_0119,2.0
GBD_19_B40_C1_O_0120,4.0
GBD_19_B40_C1_O_0121,1.0
GBD_19_B40_C1_O_0122,3.0
GBD_19_B40_C1_O_0124,4.0
GBD_19_B40_C1_O_0125,5.0
GBD_19_B40_C1_O_0126,2.0
GBD_19_B40_C1_O_0127,2.0
GBD_19_B40_C1_O_0128,8.0
GBD_19_B40_C1_O_0129,1.0
GBD_19_B40_C1_O_0130,1.0
GBD_19_B40_C1_O_0131,7.0
GBD_19_B40_C1_O_0132,1.0
GBD_19_B40_C1_O_0133,1.0
GBD_19_B40_C1_O_0134,2.0
GBD_19_B40_C1_O_0135,1.0
GBD_19_B40_C1_O_0136,1.0
GBD_19_B40_C1_O_0137,1.0
GBD_19_B40_C1_O_0138,1.0
GBD_19_B40_C1_O_0139,3.0
GBD_19_B40_C1_O_0140,1.0
GBD_19_B40_C1_O_0141,3.0
GBD_19_B40_C1_O_0142,12.0
GBD_19_B40_C1_O_0143,1.0
GBD_19_B40_C1_O_0144,3.0
GBD_19_B40_C1_O_0145,2.0
GBD_19_B40_C1_O_0147,5.0
GBD_19_B40_C1_O_0148,2.0
GBD_19_B40_C1_O_0149,4.0
GBD_19_B40_C1_O_0150,5.0
GBD_19_B40_C1_O_0151,7.0
GBD_19_B40_C1_O_0152,5.0
GBD_19_B40_C1_O_0153,7.0
GBD_19_B40_C1_O_0154,5.0
GBD_19_B40_C1_O_0156,2.0
GBD_19_B40_C1_O_0157,2.0
GBD_19_B40_C1_O_0159,5.0
GBD_19_B40_C1_O_0161,5.0
GBD_19_B40_C1_O_0162,5.0
GBD_19_B40_C1_O_0163,4.0
GBD_19_B40_C1_O_0164,4.0
GBD_19_B40_C1_O_0165,6.0
GBD_19_B40_C1_O_0166,6.0
GBD_19_B40_C1_O_0168,3.0
GBD_19_B40_C1_O_0169,4.0
GBD_19_B40_C1_O_0170,2.0
GBD_19_B40_C1_O_0171,2.0
GBD_19_B40_C1_O_0172,4.0
GBD_19_B40_C1_O_0173,6.0
GBD_19_B40_C1_O_0174,6.0
GBD_19_B40_C1_O_0176,2.0
GBD_19_B40_C1_O_0177,1.0
GBD_19_B40_C1_O_0178,3.0
GBD_19_B40_C1_O_0179,2.0
GBD_19_B40_C1_O_0180,5.0
GBD_19_B40_C1_O_0181,4.0
GBD_19_B40_C1_O_0183,2.0
GBD_19_B40_C1_O_0185,5.0
GBD_19_B40_C1_O_0186,2.0
GBD_19_B40_C1_O_0187,3.0
GBD_19_B40_C1_O_0188,1.0
GBD_19_B40_C1_O_0189,6.0
GBD_19_B40_C1_O_0194,5.0
GBD_19_B40_C1_O_0195,4.0
GBD_19_B40_C1_O_0196,3.0
GBD_19_B40_C1_O_0198,2.0
GBD_19_B40_C1_O_0199,3.0
GBD_19_B40_C1_O_0200,1.0
GBD_19_B40_C1_O_0201,1.0
GBD_19_B40_C1_O_0204,6.0
GBD_19_B40_C1_O_0205,1.0
GBD_19_B40_C1_O_0206,2.0
GBD_19_B40_C1_O_0207,1.0
GBD_19_B40_C1_O_0208,1.0
GBD_19_B40_C1_O_0209,2.0
GBD_19_B40_C1_O_0210,5.0
GBD_19_B40_C1_O_0211,7.0
GBD_19_B40_C1_O_0212,6.0
GBD_19_B40_C1_O_0213,3.0
GBD_19_B40_C1_O_0214,2.0
GBD_19_B40_C1_O_0215,2.0
GBD_19_B40_C1_O_0216,5.0
GBD_19_B40_C1_O_0217,5.0
GBD_19_B40_C1_O_0218,2.0
GBD_19_B40_C1_O_0219,3.0
GBD_19_B40_C1_O_0221,1.0
GBD_19_B40_C1_O_0223,2.0
GBD_19_B40_C1_O_0224,6.0
GBD_19_B40_C1_O_0226,1.0
GBD_19_B40_C1_O_0228,7.0
GBD_19_B40_C1_O_0229,9.0
GBD_19_B40_C1_O_0230,10.0
GBD_19_B40_C1_O_0231,8.0
GBD_19_B40_C1_O_0232,7.0
GBD_19_B40_C1_O_0233,5.0
GBD_19_B40_C1_O_0234,2.0
GBD_19_B40_C1_O_0235,3.0
GBD_19_B40_C1_O_0236,9.0
GBD_19_B40_C1_O_0239,6.0
GBD_19_B40_C1_O_0240,5.0
GBD_19_B40_C1_O_0241,5.0
GBD_19_B40_C1_O_0242,4.0
GBD_19_B40_C1_O_0243,4.0
GBD_19_B40_C1_O_0244,5.0
GBD_19_B40_C1_O_0245,3.0
GBD_19_B40_C1_O_0246,3.0
GBD_19_B40_C1_O_0247,5.0
GBD_19_B40_C1_O_0248,4.0
